e, e_dot, e_int, stamp, 
2.6876392751839826, -1.8625538148834644e-07, 0.18275947140586304, 2998359000000, 
2.687639260400687, -2.5857170870677675e-07, 0.18275947064015255, 2998393000000, 
2.6817178970963953, -0.058052726348895134, 0.18262525247410413, 2998427000000, 
2.6619937194739713, -0.12251067821993279, 0.3640879064226878, 2998529000000, 
2.640697621007753, -0.13405318983216416, 0.542939828155312, 2998631000000, 
2.6262873452495703, -0.14023369968461577, 0.44930879219144, 2998699000000, 
2.6044205169724695, -0.1420988297855392, 0.4460463107163549, 2998801000000, 
2.5823133389075643, -0.14370590307845096, 0.531285441676813, 2998903000000, 
2.560105730838704, -0.14481956252864578, 0.5267850918968741, 2999005000000, 
2.5380408643375096, -0.14468128944462313, 0.5222712755176968, 2999107000000, 
2.516493658997843, -0.14252311059104836, 0.5177955372838359, 2999209000000, 
2.495586288371073, -0.13874044433475993, 0.5134082151960369, 2999311000000, 
2.4754770505760635, -0.1340412039927437, 0.5091538758602585, 2999413000000, 
2.45596849307227, -0.12946991927713417, 0.5050381645773195, 2999515000000, 
2.4367311454903833, -0.1266206048551641, 0.5010360148614327, 2999617000000, 
2.4179927965593717, -0.12410358337548477, 0.49712708558829766, 2999719000000, 
2.399681987609738, -0.12107567934851345, 0.4932996032168455, 2999821000000, 
2.381933822646772, -0.11783978402810329, 0.48957338526347993, 2999923000000, 
2.3704055567332074, -0.11451164651409512, 0.405281210796084, 2999991000000, 
2.3527506121659685, -0.11420700469799343, 0.40262176618760365, 3000093000000, 
2.335701945984319, -0.11341049264342577, 0.4800023518120776, 3000195000000, 
2.3189429423942816, -0.11048258095322523, 0.47650289403703067, 3000297000000, 
2.3020214787179296, -0.11006688649146901, 0.4730533129625639, 3000399000000, 
2.2852760664106166, -0.11002247053485266, 0.4696243531515522, 3000501000000, 
2.26866381327211, -0.10901197858110923, 0.4662053723712446, 3000603000000, 
2.2520803534033758, -0.10848272224588527, 0.4628093758498549, 3000705000000, 
2.2409124306630788, -0.10893903261169909, 0.38316054051585197, 3000773000000, 
2.2237564363138023, -0.11081006032588885, 0.3806157891548812, 3000875000000, 
2.206401820028047, -0.11277977331709776, 0.45363280671633505, 3000977000000, 
2.188705739775286, -0.11454475992979159, 0.4500827517359652, 3001079000000, 
2.1705907372138102, -0.11702968239946608, 0.44646748419716564, 3001181000000, 
2.1520009287576247, -0.11995036280281479, 0.44276822359077694, 3001283000000, 
2.132935711469925, -0.1230556396858995, 0.43897586166601243, 3001385000000, 
2.120019423561129, -0.12561976846697326, 0.3629475102813584, 3001453000000, 
2.100333468653247, -0.1276483227812946, 0.36001968754211033, 3001555000000, 
2.0803574088894385, -0.12961442703166795, 0.42844830047505933, 3001657000000, 
2.0600994726168813, -0.13148364717766528, 0.4243737438108505, 3001759000000, 
2.046467769933854, -0.13302447809509302, 0.3505923969149432, 3001827000000, 
2.018876367928226, -0.13444805728353681, 0.41653016551256933, 3001963000000, 
2.0049646064856654, -0.1358208943400704, 0.4127809946156467, 3002031000000, 
1.9840730951674614, -0.13646782183674674, 0.34044846394294337, 3002133000000, 
1.9630686296975037, -0.13691495682405785, 0.40474323053184286, 3002235000000, 
1.9420210191083074, -0.1374250851606342, 0.4004630665901825, 3002337000000, 
1.9210248679694928, -0.13739791414382663, 0.3961757871407206, 3002439000000, 
1.8999115387816186, -0.13761268080617262, 0.3918811049584404, 3002541000000, 
1.8787194095496529, -0.13825313209098009, 0.38757659550845197, 3002643000000, 
1.8574989434582423, -0.13860325269077212, 0.38325683264168686, 3002745000000, 
1.8361376000620069, -0.1391562401557059, 0.37892020480875327, 3002847000000, 
1.8146943438234688, -0.13988431253193942, 0.3745665003393727, 3002949000000, 
1.7932580413377814, -0.14012927687655374, 0.37019811899518146, 3003051000000, 
1.7789611571151762, -0.14013604189410206, 0.30525843406233083, 3003119000000, 
1.7574302570713687, -0.14044518424089988, 0.3020134691463785, 3003221000000, 
1.7358572156515333, -0.1408625538027547, 0.35851290682898923, 3003323000000, 
1.714312454788914, -0.1409078505962574, 0.35411679507080346, 3003425000000, 
1.6927484607488095, -0.14087828399582947, 0.3497184329208694, 3003527000000, 
1.6711307255639969, -0.14111676217293148, 0.34531703159491695, 3003629000000, 
1.6495076338744663, -0.14130989174621952, 0.34091030377273446, 3003731000000, 
1.6278641543208812, -0.14139402367031284, 0.33649817093563533, 3003833000000, 
1.6133959018333355, -0.141653131650012, 0.2771435024349587, 3003901000000, 
1.5916607768021676, -0.14195262667479233, 0.27386551386752844, 3004003000000, 
1.5699403044267362, -0.14201175623071674, 0.32469979484823225, 3004105000000, 
1.5482164769291373, -0.1419748361863733, 0.32026759395474674, 3004207000000, 
1.5264885594936086, -0.14199916644812918, 0.31583588317776473, 3004309000000, 
1.5047393202320503, -0.14208221142838914, 0.31140221625252607, 3004411000000, 
1.4829777689875965, -0.14219212583664098, 0.3069659841125013, 3004513000000, 
1.4684646055141615, -0.14225913874054344, 0.25251696270158247, 3004581000000, 
1.4466485331768326, -0.14243731224667114, 0.24922515143512008, 3004683000000, 
1.4247924753527874, -0.14271937961233352, 0.2951135817549771, 3004785000000, 
1.4029137783518961, -0.14292403537560947, 0.29065612550794306, 3004887000000, 
1.3810012539768297, -0.1431085665880971, 0.2861921105223429, 3004989000000, 
1.35903146954049, -0.1434062379457719, 0.28172036212710666, 3005091000000, 
1.3370270443272196, -0.14370656748238586, 0.2772400642134286, 3005193000000, 
1.315002289583108, -0.14388620901105223, 0.27275213463465553, 3005295000000, 
1.2929496154781681, -0.14404388512761937, 0.2682585685584177, 3005397000000, 
1.2782329592665862, -0.14420803405984542, 0.2202171423119122, 3005465000000, 
1.256140503043559, -0.14433804098169936, 0.2168816410746711, 3005567000000, 
1.23399852219812, -0.14455698388387647, 0.256249294946562, 3005669000000, 
1.2118154905519865, -0.1448529819986033, 0.2517329070739692, 3005771000000, 
1.1896147534843677, -0.14504499579657604, 0.2472091561039442, 3005873000000, 
1.1674031519801988, -0.14513836134571115, 0.24268067092912557, 3005975000000, 
1.1451625733840078, -0.1452685624194768, 0.238148272561703, 3006077000000, 
1.1303112193723912, -0.14548238435822206, 0.19509636020174054, 3006145000000, 
1.108190945072986, -0.14508923306153615, 0.19174100181033182, 3006247000000, 
1.0865934194397473, -0.14286862723086247, 0.22610649970418842, 3006349000000, 
1.0655265345010958, -0.1394261783395108, 0.22170114113294034, 3006451000000, 
1.0450501245752093, -0.13576240151809807, 0.21740756533909153, 3006553000000, 
1.0258222881467816, -0.12975243906638642, 0.21327512841116986, 3006655000000, 
1.0065060617454102, -0.1259609896398662, 0.20926173626378322, 3006757000000, 
0.9872930772819295, -0.1259124538067061, 0.20533425704784022, 3006859000000, 
0.9746655197014964, -0.12468732298735423, 0.16821299732796735, 3006927000000, 
0.9559431905612897, -0.1230838742184847, 0.16534776796086723, 3007029000000, 
0.9374301534142311, -0.12168420355315464, 0.19502664273003714, 3007131000000, 
0.9192483249238349, -0.11991786156030992, 0.19125827348515617, 3007233000000, 
0.9014408552881559, -0.11761208537933077, 0.18755211468658306, 3007335000000, 
0.8847612917915834, -0.11270272265441682, 0.18397063209624304, 3007437000000, 
0.8679915678917787, -0.10931139672018693, 0.18048517261806318, 3007539000000, 
0.8513593745066452, -0.10915659243443836, 0.17707963192492046, 3007641000000, 
0.8350573441536895, -0.10762818215061826, 0.17369976348554367, 3007743000000, 
0.8243118522534016, -0.10594858889995916, 0.14227461901844504, 3007811000000, 
0.8083533827373361, -0.1048258410669845, 0.13983761281818421, 3007913000000, 
0.7926921760761283, -0.10333227508912861, 0.16492430395254687, 3008015000000, 
0.7773990687249628, -0.10115788892932472, 0.16173423467261305, 3008117000000, 
0.767604793325117, -0.09798862892462155, 0.13246944216048512, 3008185000000, 
0.753298727974477, -0.09476300147192396, 0.13023714676805823, 3008287000000, 
0.7392221255543964, -0.09275381624418506, 0.15368854398607132, 3008389000000, 
0.7250584054523939, -0.09228863569308199, 0.15079538961072617, 3008491000000, 
0.7112777690377959, -0.09132142652483803, 0.14793796440303184, 3008593000000, 
0.6980387268227664, -0.08829960336479577, 0.145137493289281, 3008695000000, 
0.68466096349545, -0.08698302464818926, 0.14239046723620882, 3008797000000, 
0.6713994334254652, -0.08705651437026536, 0.13967874041457035, 3008899000000, 
0.6584380399459558, -0.08569582859311824, 0.1369858937069472, 3009001000000, 
0.6499185646749919, -0.08411962871227212, 0.11218617548929673, 3009069000000, 
0.6373119650141497, -0.08296017178852343, 0.11025455227932218, 3009171000000, 
0.6249888283555276, -0.08146972653419697, 0.13003091634703748, 3009273000000, 
0.612968368945148, -0.07955423551961345, 0.1275183030374081, 3009375000000, 
0.601314777889703, -0.07736617799289086, 0.12507049431294573, 3009477000000, 
0.5901391365925307, -0.07460533448567729, 0.12270071527306195, 3009579000000, 
0.5789701847887264, -0.07302154608162283, 0.12038883875042528, 3009681000000, 
0.567857855850385, -0.07281464294818872, 0.11811376805175165, 3009783000000, 
0.556928598403548, -0.07203132805613854, 0.11585545145490084, 3009885000000, 
0.5461481292887549, -0.07094681882885641, 0.11362355168090275, 3009987000000, 
0.5390559162400493, -0.06999604146356687, 0.09305418315616663, 3010055000000, 
0.5286020260500116, -0.06892879007547732, 0.09144901072279957, 3010157000000, 
0.5183994828474925, -0.06750468428940147, 0.10785190490935362, 3010259000000, 
0.5084189231436721, -0.06595785263509645, 0.10576858937879995, 3010361000000, 
0.49892167446494556, -0.06365296857041479, 0.10375032547101548, 3010463000000, 
