e, e_dot, e_int, stamp, 
2.407780471457604, -1.2431766291779597e-07, 0.16372907257701877, 881876000000, 
2.4077804655007466, -1.5808881872426442e-07, 0.16372907215457425, 881910000000, 
2.4119351891209133, 0.040732526110876834, 0.1638232455244633, 881944000000, 
2.385665893677786, -0.08803847158232382, 0.2449829726421812, 882012000000, 
2.2313132951049504, -0.6331913128677342, 0.3983051480812068, 882114000000, 
2.041397732911242, -1.125059348910275, 0.45276963067519044, 882216000000, 
1.8519291098857864, -1.2398175987554378, 0.4164755293773345, 882318000000, 
1.6631631635369872, -1.2360606842295903, 0.377841320430713, 882420000000, 
1.550923878826421, -1.1670747497210734, 0.2870742486274543, 882488000000, 
1.4232344094955893, -0.9674784195969967, 0.2627815489386765, 882590000000, 
1.3372406499601561, -0.6983112054453101, 0.2931751278031873, 882692000000, 
1.2705716204775923, -0.49889800332678763, 0.27411117423546694, 882794000000, 
1.2351870600825698, -0.39132637279443633, 0.21776996206281804, 882862000000, 
1.1862345716836136, -0.33342917971075153, 0.20921295096048062, 882964000000, 
1.153358891326798, -0.32113074815091364, 0.20257089630860228, 883032000000, 
1.088685919507265, -0.3725048769763282, 0.194269165009335, 883134000000, 
1.0179783403178289, -0.4424201013365006, 0.2216815742783286, 883236000000, 
0.9715301372260318, -0.458757790284744, 0.1744310158328971, 883304000000, 
0.9023022803952333, -0.4539220963022683, 0.16386927628321532, 883406000000, 
0.8574678631228152, -0.44601138150139086, 0.1547736825754979, 883474000000, 
0.7961996562925625, -0.41999945339503214, 0.14483828865593462, 883576000000, 
0.7439345014707622, -0.3710240576864476, 0.1630369374202575, 883678000000, 
0.7123896130090973, -0.32543296573299885, 0.1276430136771039, 883746000000, 
0.6736349287685849, -0.28128110108826737, 0.12069767911741183, 883848000000, 
0.6375319784713446, -0.2446327926070351, 0.1376018433769338, 883950000000, 
0.615798321210641, -0.2245210332950837, 0.10919469627886566, 884018000000, 
0.5828247909894938, -0.21429417030131548, 0.10404878847138382, 884120000000, 
0.5501227493541649, -0.21462605181854935, 0.11891471858569237, 884222000000, 
0.5286733436189538, -0.2120135628697568, 0.09415851675788137, 884290000000, 
0.49656977512184985, -0.21005776830039433, 0.08927073252538155, 884392000000, 
0.46551595011763125, -0.20639671078863578, 0.10137161668237354, 884494000000, 
0.43653206630544383, -0.1962016627987125, 0.09510600982505488, 884596000000, 
0.419177928501583, -0.17978787750973432, 0.07486947021239729, 884664000000, 
0.39352742123254236, -0.16889449011382973, 0.07079012024224225, 884766000000, 
0.3706951039881141, -0.15844060298519236, 0.08047123085311228, 884868000000, 
0.3495872102184374, -0.14359546083040833, 0.07573906200985837, 884970000000, 
0.336768936099354, -0.131814722053274, 0.05989957085066798, 885038000000, 
0.31778566596044033, -0.12487150757365621, 0.05690136936243313, 885140000000, 
