acc_x, acc_y, angular_z, stamp, 
-0.032161593437194824, -0.0017254352569580078, -2.4857024421304736e-10, 1759176327267564429, 
0.021783769130706787, 8.177757263183594e-05, -1.996239923738621e-06, 1759176327297426396, 
-0.023114562034606934, -0.012531399726867676, -2.3852383653018967e-10, 1759176327327547977, 
-0.0069258809089660645, -0.001896679401397705, -2.4945682498104444e-10, 1759176327357499222, 
0.0038066506385803223, -0.00923144817352295, -1.9559513408167906e-06, 1759176327387977236, 
-0.03209793567657471, -0.00022739171981811523, -2.8711813640006895e-10, 1759176327419680193, 
0.03951132297515869, 0.020063042640686035, 0.00022895365507143053, 1759176327450919868, 
1.8329228162765503, -0.042141497135162354, 0.025003960473497056, 1759176327487893056, 
0.563766598701477, -0.02437293529510498, 0.004441573597058244, 1759176327517682605, 
1.2537349462509155, 0.008432507514953613, 0.0076433430491485614, 1759176327548251711, 
1.1248866319656372, 0.21299827098846436, 0.005117324275218023, 1759176327578716426, 
0.9731860160827637, -0.17220425605773926, -0.0018929946666093015, 1759176327610301668, 
0.9015775322914124, 0.030983328819274902, 0.026101445192034285, 1759176327647889434, 
0.5767536759376526, -0.09744089841842651, -0.008277597157920143, 1759176327677920054, 
1.165137529373169, -0.28418582677841187, 0.00241818186884, 1759176327708214559, 
0.7602148652076721, 0.3577130436897278, 0.00459096701594514, 1759176327739647917, 
0.7081164121627808, -0.3411920666694641, -0.004498012799718819, 1759176327771009625, 
1.1004326343536377, -0.12025469541549683, -0.025610950736862016, 1759176327808295557, 
0.9864128232002258, -0.12191158533096313, -0.02521958065467721, 1759176327838246193, 
0.6588008999824524, -0.17905622720718384, -0.015009912176856908, 1759176327868350557, 
0.8613791465759277, 0.3636506199836731, -0.004763568647355569, 1759176327899645366, 
1.1442515850067139, -0.3360402584075928, -0.006396702240828304, 1759176327931663629, 
0.5692930817604065, 0.2942560911178589, 0.01845139549841218, 1759176327957724127, 
0.5594814419746399, -0.08434730768203735, 0.03274733754369951, 1759176327988474942, 
-0.19050097465515137, -0.36229008436203003, 0.0444284757436985, 1759176328018533280, 
-0.030895471572875977, 0.053225934505462646, 0.059179348542613475, 1759176328048553528, 
-0.029090046882629395, 0.22246062755584717, 0.02031770065008091, 1759176328078617821, 
-0.11009186506271362, 0.11674386262893677, 0.005411097781289712, 1759176328108865107, 
0.6892028450965881, 0.07608246803283691, 0.0006641613808217471, 1759176328140164091, 
0.08170187473297119, -0.04331350326538086, -0.014176234573114977, 1759176328171662611, 
-0.3411220908164978, 0.35378730297088623, -0.0037419984185745442, 1759176328198948848, 
0.7443430423736572, 0.40854668617248535, -0.001120131781414381, 1759176328228877174, 
-0.23828214406967163, -0.26465117931365967, -0.018950727866972855, 1759176328253090270, 
-0.30700647830963135, 0.06714421510696411, -0.002405293240709233, 1759176328289146642, 
0.44153422117233276, 0.22371113300323486, 0.003585702086939809, 1759176328318735189, 
-0.5527406930923462, 0.16717839241027832, -0.0058591390004505165, 1759176328349387762, 
0.8328096866607666, -0.08093589544296265, 0.011726714092960255, 1759176328379934482, 
-0.17986387014389038, -0.09689408540725708, -0.02187429942095375, 1759176328411674288, 
-0.3698069453239441, 0.1997157335281372, -0.02378123962241859, 1759176328439342878, 
0.40013957023620605, -0.288737416267395, 0.01292895033738137, 1759176328469590912, 
0.14468693733215332, -0.04635566473007202, 0.003403367853517429, 1759176328499348763, 
-0.010387122631072998, 0.09868943691253662, 0.009945021188564386, 1759176328529368172, 
0.6299872994422913, 0.05202990770339966, 0.04069996532042054, 1759176328559654868, 
-0.2707067131996155, 0.13424772024154663, 0.0020159488141804406, 1759176328589550523, 
-0.339061975479126, 0.21616077423095703, -0.01366144324388159, 1759176328619627835, 
0.6237084269523621, -0.34061431884765625, 0.014883930034645136, 1759176328652497743, 
-0.2548764944076538, 0.2713189125061035, -0.00037491772869551815, 1759176328678720355, 
