odom_x, odom_y, odom_th, odom_vx, odom_yawrate, pf_x, pf_y, pf_th, stamp, 
6.700054666579094e-05, -1.009372514937389e-06, 4.639139296966494e-06, 2.1729055946995062e-06, -7.627580587016048e-08, 0.03482689741801565, 0.06683552490795032, 1.573941463088338, 160267000000, 
6.714560543176604e-05, -1.00961492210512e-06, 4.679473115945703e-06, 3.5131133093779776e-06, -6.728144277655043e-08, 0.02824126826140524, 0.06487297314043469, 1.5714068421649867, 161831000000, 
6.732575202160666e-05, -1.0099670667402704e-06, 4.758044163896229e-06, 3.6522777720054494e-06, -6.143970534326689e-08, 0.035014610882233406, 0.06307524068483919, 1.5730846431392411, 164925000000, 
6.73550553016731e-05, -1.0099074576612919e-06, 4.765161828799385e-06, 1.2907662527860722e-06, -8.5112183030185e-08, 0.0354162473389026, 0.06277213934439338, 1.5701660749065836, 165197000000, 
0.012704477591849214, 0.0002801453605775329, 0.04148474492394405, 0.042193935751621774, 0.12093198191149086, 0.036284675804122174, 0.08130112313094114, 1.6132558041105307, 165571000000, 
0.028590385549321348, 0.0012919550294313539, 0.08660576948742546, 0.042562967422797776, 0.12096185315523293, 0.03546690034436796, 0.09649857679538394, 1.6580812439496933, 165945000000, 
0.03723210373872999, 0.0021461839574641655, 0.11129532576423469, 0.042553655756729376, 0.12110414099885124, 0.02864891021469895, 0.10452142786850441, 1.6853908315022976, 166149000000, 
0.0487008963023749, 0.0037661543230953836, 0.1734982308109534, 0.033929932722395036, -0.08620700515166739, 0.02884225612636833, 0.1113933429507691, 1.6343484042534695, 166421000000, 
0.0601665745827325, 0.005664002324805389, 0.16470351839841343, 0.042899601765263334, 0.06253411431986543, 0.04139781410939026, 0.13234142430328064, 1.7317685880100617, 166795000000, 
0.0701064980934636, 0.0072777980267493955, 0.1481364501349312, 0.04235599979162926, 0.008301834885461054, 0.02678206725498711, 0.13327012868532107, 1.7277511730495994, 167067000000, 
0.081063565059556, 0.009123864896099539, 0.19274879226837968, 0.042411755849093485, 0.0018158800443367098, 0.025234869317182333, 0.14912031225917427, 1.765050979175906, 167373000000, 
0.08910531637765891, 0.010668414290389644, 0.18247277489433775, 0.040310498009883074, -0.0020640446854785586, 0.024934220124196264, 0.14903955886209697, 1.7567744780552657, 167645000000, 
0.1002823807839347, 0.01254510915628788, 0.13744998710520714, 0.040317957901373595, -0.001991414005155087, 0.017935115804650945, 0.15417567598203638, 1.7189603488477612, 167951000000, 
0.1092815500450241, 0.013636006845914471, 0.10228502843095211, 0.03513138776559765, -0.048291310344918105, 0.017798051997347644, 0.1733974254502912, 1.6802319414707985, 168257000000, 
0.1188543231869408, 0.01454207653283058, 0.08624324607966571, 0.03537221894589849, -0.07238281524434938, 0.018291319440208693, 0.1869623468319837, 1.6549866161413542, 168529000000, 
0.13123121624710646, 0.015438028377378926, 0.054803873021667004, 0.03485757023266973, -0.06929722250583767, 0.015975204136378596, 0.18725127727036114, 1.6382440661796163, 168903000000, 
0.13853503330836023, 0.01580736145942475, 0.048075105518354096, 0.038062510411845045, -0.07685335601998501, 0.020510025892062203, 0.20502742680038807, 1.6183611748780309, 169175000000, 
0.14687797012626994, 0.01619817278514771, 0.05037867555576735, 0.03654417027465955, -0.06596302020439948, 0.014312526987794115, 0.21179787840491784, 1.6195267539953315, 169481000000, 
0.15547612460930504, 0.01659667887785082, 0.0432841690052943, 0.03177756901124639, -0.031362330154751004, 0.018405275104689738, 0.21890805302924368, 1.6132688951035492, 169753000000, 
0.16317654359334774, 0.017004799483830588, 0.0653031206946976, 0.030108415233533924, -0.05512232432586702, 0.01399470938831053, 0.2195420429824755, 1.6354974380568565, 170059000000, 
