x, y, theta, stamp, 
1.371422785645894e-06, -1.2131950620855564e-08, 4.91543728445849e-07, 2637925000000, 
1.377404655311215e-06, -1.2205984415473924e-08, 4.920418447508553e-07, 2637959000000, 
1.3843217224074987e-06, -1.222382962033811e-08, 4.926417809100428e-07, 2637993000000, 
1.3782193669677834e-06, -1.2180529340359324e-08, 4.937020180831923e-07, 2638027000000, 
0.007332221454536056, 2.7385433291372993e-07, 0.00012606950579261501, 2638061000000, 
0.029749636381891455, 4.388922869881935e-05, 0.004089609003297345, 2638163000000, 
0.05217092549527549, 0.0001723997642574144, 0.007740636027763738, 2638265000000, 
0.07459502332185215, 0.0003862029238338239, 0.011427672801135977, 2638367000000, 
0.09701382700722004, 0.0007052924130943865, 0.01915350355851968, 2638469000000, 
0.11182484343189406, 0.0010417950931426263, 0.026966781926999545, 2638537000000, 
0.13418277877334292, 0.001994019697634435, 0.06016207729713911, 2638639000000, 
0.15645113061122143, 0.0038925688740537416, 0.10975745615797705, 2638741000000, 
0.1785629302649302, 0.007015141511200756, 0.17029525722019895, 2638843000000, 
0.20037388003048262, 0.011633586810921363, 0.25018727374882493, 2638945000000, 
0.22174082783088808, 0.0180231176812667, 0.32770135374207165, 2639047000000, 
0.2425890324882226, 0.02595856856741564, 0.4033702413952611, 2639149000000, 
0.2627279261162246, 0.03548745509115468, 0.48855071227832975, 2639251000000, 
0.2820310378856107, 0.04668552637357137, 0.5494790879285244, 2639353000000, 
0.29460679137959606, 0.05465680015021548, 0.5832335552510747, 2639421000000, 
0.31306839542821596, 0.06726227898941385, 0.6235311347183039, 2639523000000, 
0.33075767395839023, 0.08088133744162021, 0.6801023459756208, 2639625000000, 
0.34770695823710407, 0.09531125308723816, 0.726441802866937, 2639727000000, 
0.36451552889153827, 0.11020734766231112, 0.7227392199044629, 2639829000000, 
0.38143690037058875, 0.12500384945903992, 0.7251288413764292, 2639931000000, 
0.3981182230771028, 0.13999226420426383, 0.7376786690302366, 2640033000000, 
0.40912086420121924, 0.15011480240196814, 0.747034388301236, 2640101000000, 
0.4255838675479013, 0.16536469857271785, 0.7514687594518292, 2640203000000, 
0.4418627437690711, 0.18077943960603868, 0.7617247959271537, 2640305000000, 
0.4581363491002261, 0.19622572287613468, 0.7586054508260351, 2640407000000, 
0.47435715748014884, 0.211672117196689, 0.7759913074103242, 2640509000000, 
0.4901878696098247, 0.22753175486257932, 0.7906287718910696, 2640611000000, 
0.5058889158498289, 0.24355366374420914, 0.794772378615505, 2640713000000, 
0.5163730334371017, 0.2542229881239128, 0.7972845338645298, 2640781000000, 
0.5318836555477187, 0.2704090343345073, 0.8124149543251016, 2640883000000, 
0.5471823157601525, 0.28680292452516776, 0.826168161514193, 2640985000000, 
0.5623133185869476, 0.3033549654148177, 0.835783427082159, 2641087000000, 
